LON,LAT,EDO,CLAVE,ESTACION,dic-18
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",36.42
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",36
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",65
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",2.6
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",3.2
-100.5,18.154167,GRO,AJCGR,"Ajuchitlán, Gro.",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",4.45
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",10.8
-99.400833,18.459444,GRO,BVSGR,"Buenavista, Gro.",0
-100.664444,18.358611,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",1.5
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",4
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",11.5
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",4.4
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",8.2
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",0
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",3.4
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",4
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",0
-99.369167,17.471389,GRO,MCHGR,"Mochitlán, Gro.",12.3
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",2.2
-98.729722,17.777778,GRO,OLNGR,"Olinalá, Gro.",0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",12
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",25.5
-101.057778,17.272778,GRO,PTOVICENTEmar,"Puerto Vicente, Gro. SEMAR*",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",31.4
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",34
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",5.9
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",13.6
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",5.1
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",5.3
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",3.1
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",2
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",0
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",3.02
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",1
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0.01
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",1.01
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. Protección Civil*",0.51
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",0
-100.816667,20.536389,GTO,clygj,"Celaya, Gto.",0.13
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",1
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",0
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. Protección Civil*",5.31
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",0
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",0
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",0.01
-101.6675,21.195278,GTO,CSTGJ,"Los Castillos, Gto.",0
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",0
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",5.52
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",1.5
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",1.2
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",2.33
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",1
-101.266111,21.014722,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",0.5
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",0
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",0.01
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",0
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",0
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",2.51
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",0
-101.594444,20.842778,GTO,LGVGJ,"Presa la Gavia, Gto.",0
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",8
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",0
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",0
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",2
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0.01
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",0.01
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",0.84
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",1.1
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",0
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0.8
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",0.02
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",1.01
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",4.11
-100.751944,20.8975,GTO,smagj,"San Miguel de Allende, Gto.",0
-100.745833,20.577778,GTO,smogj,"San Miguel Octopan, Gto.",0
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",4.71
-100.7525,20.284722,GTO,targj,"Tarimoro, Gto.",0.01
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",1.5
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",1.62
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",0
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",0
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",26.01
-99.706944,20.32,HGO,HUICHAPAN,"Huichapan, Hgo. SMN*",0
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",2.77
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",0
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",0
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",0
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",0.22
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",0
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",0
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",0.02
-98.658611,20.991667,HGO,TLNHD,"Tlanchinol, Hgo.",82.8
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",0
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",10
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",0
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",4.32
-103.591111,20.424444,JAL,ACTJL,"Acatlán, Jal.",1
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",0.01
-104.063611,19.914444,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzmán, Jal. SMN*",0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",0
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",0.25
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",0
-103.361944,22.058889,JAL,CLLJL,"Casa Llanta, Jal.",2.3
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",6.6
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",0.01
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",1.31
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.01
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",0.01
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0.01
-102.822778,21.005833,JAL,CUNJL,"La Cuña, Jal.",5.11
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0.91
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",0.03
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",0.01
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0.03
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",2.1
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",1
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0.01
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0.2
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",0.2
-103.644167,20.676389,JAL,LAPRIMAVERA,"La Primavera, Jal. SMN*",2.8
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",0.01
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0.5
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",0.2
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",2.7
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",1.6
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",0
-103.361667,20.584167,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias Toluquilla, Jal.",0.02
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",1.2
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",0.01
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",2
-102.716667,20.4,JAL,RIOZULA,"Río Zula, Jal. SGT*",0.8
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0.2
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0.2
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0.01
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",3.2
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",2.5
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0.01
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",6.02
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",1.01
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",1
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-102.941667,19.939722,JAL,VCVJL,"Vicente C. Villaseñor, Jal.",3
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",6.31
-103.366667,20.716667,JAL,ZPPJL,"Zapopan, Jal.",1
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",2.7
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, Méx.",27.3
-98.9125,19.543889,MEX,ATEMX,"Atenco, Méx.",2.3
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",0.51
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",0
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",1.7
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, Méx.",15.8
-99.301667,19.695,MEX,CNPMX,"La Concepción, Méx.",7
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",3.5
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",3
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",3.9
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, Méx. SMN*",2.2
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",12
-100.075833,19.389444,MEX,LBEMX,"Los Berros, Méx.",13.3
-99.220833,19.4775,MEX,MBLMX,"Molino Blanco, Méx.",2.5
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",0
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",16.51
-99.017222,19.656667,MEX,PCCMX,"Planta Chiconautla 2, Méx.",6.6
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",4
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",15.24
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",4.32
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",15.8
-99.268056,19.524444,MEX,PREMX,"Presa Madín, Méx. SMN*",9
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",3
-98.910556,19.531944,MEX,SADMX,"San Andrés, Méx.",4.71
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",40
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",0
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx.",7.5
-98.895833,19.258333,MEX,SNLMX,"Chalco San Lucas, Méx.",2.5
-98.960556,19.320833,MEX,SSCDF,"La Caldera Subestación eléctrica Santa Lucía, Méx.",13.72
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, Méx. SMN*",0.6
-99.245556,19.465556,MEX,TOTMX,"Totolica, Méx.",3
-99.243611,19.466389,MEX,TTLMX,"Totolica hidrométrica, Méx.",0
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx.",3
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",1.5
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",0.01
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",5.84
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",0
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",13
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",5.5
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",4.7
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0.6
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",3
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0.01
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0.81
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",6
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",7.4
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",5.21
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",2.5
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",2.6
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",2
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.6,19.958333,MICH,JARMC,"Jaripo, Mich.",0
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",8
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",1.6
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",7.82
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",23.1
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",22.01
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo Lázaro Cárdenas, Mich.",0
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",8.1
-101.2,19.7,MICH,MNOMC,"Observatorio de Morelia Norte, Mich.",10.7
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",6.01
-101.176111,19.688611,MICH,MORMC,"Morelia DDR 020, Mich.",4.3
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",7.5
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",11
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",4.51
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",2.9
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",6
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",1
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",2.97
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",2
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",0
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",8
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",0
-101.746944,19.923056,MICH,VJIMC,"Villa Jiménez, Mich.",7.2
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",5.01
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0
-100.828611,19.860278,MICH,ZINMC,"Zinapécuaro, Mich.",0.01
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",0
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",0
-98.928056,18.936667,MOR,ATLMR,"Atlatlahucan, Mor.",0
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0.01
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0.02
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",0.01
-99.025,18.44,MOR,HUTMR,"Huautla, Mor.",0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",0.01
-99.372778,18.757222,MOR,MIAMR,"Miacatlán, Mor.",0
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0.02
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",0
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",0.7
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0
-99.078889,18.950833,MOR,TEPOZTLAN,"Tepoztlán, Mor. SMN*",0
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",0
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0.01
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",0.02
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",0
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",0
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",1.3
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",0.01
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",0.6
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas Marías, Nay. SEMAR*",7.09
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",2.8
-105.254167,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0.46
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0.5
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",2.21
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",6.9
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",13.25
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",2.53
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",3.5
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",23.44
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",8.84
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",4.42
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",17.5
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",9.21
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",29.1
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",12.04
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",4.5
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",24.2
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",40.8
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",4.82
-100.348611,25.502222,NL,LASTINAJASNL,"Las Tinajas, N.L. SGT*",25
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",32.2
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",31.72
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",10.51
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",22.21
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",22
-100.240278,25.856944,NL,RadiosondeoMty,"Radiosondeo, Monterrey N.L. SGT*",34.25
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",13.51
-100.308333,25.7325,NL,TopoChico,"Topo Chico Monterrey, N.L. SGT*",5.64
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",3
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",34.52
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",31
-96.721667,17.069722,OAX,BAEOX,"Base Aérea, Oax.",3.5
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0.01
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",122.7
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",12.33
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",55.14
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",38.34
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",1.3
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",38.01
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",150
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Juárez, Oax.",0
-95.033333,16.433333,OAX,JUCOX,"Juchitán, Oax.",18.6
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",25.5
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",12.4
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",18.4
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",103.61
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",5.11
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",4.6
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",58.64
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",2.51
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",0
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",0
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",146.51
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",0
-96.549722,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",19.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",50.3
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",225
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",26.51
