Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Preciomediorural,Valorproduccion
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,3,3,0,66.51,22.17,6203.84,412617.4
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,8710000,Sandía,2,2,0,49.36,24.68,8932,440883.52
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),2,2,0,56,28,5807.14,325199.84
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,8980000,Tomate verde,430,430,0,5719,13.3,5337.78,30526763.82
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,250,250,0,1597.5,6.39,7370.13,11773782.68
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,400,400,0,2516,6.29,7486.31,18835555.96
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,250,250,0,6432.5,25.73,5025.8,32328458.5
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6900000,Garbanzo grano,100,100,0,165,1.65,8294,1368510
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,40,40,0,720,18,6612.5,4761000
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,100,100,0,360,3.6,13440,4838400
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,10,10,0,139,13.9,7443.22,1034608.2
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,60,60,0,1650,27.5,5562.5,9178125
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,35,35,0,805,23,7265.71,5848896.55
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,10,10,0,150,15,4350,652500
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,60,60,0,160.2,2.67,16130,2584026
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,350,350,0,945,2.7,16163,15274035
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,9000,9000,0,108900,12.1,5304.96,577710144
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,920,920,0,8740,9.5,4854.46,42427980.4
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,120,120,0,2052,17.1,5170,10608840
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,90,90,0,2115,23.5,5277.78,11162504.7
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,60,60,0,60,1,16650,999000
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,20,20,0,13,0.65,16650,216450
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,2,Temporal,200201,Tonelada,6900000,Garbanzo grano,100,100,0,115,1.15,8780,1009700
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,4500,4500,0,10125,2.25,5397.67,54651408.75
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,950,950,0,2042.5,2.15,4800.44,9804898.7
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,1380,1380,0,133004.4,96.38,798.73,106234604.4
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,3,Perennes,1,Riego,200201,Tonelada,5821000,Caña de azúcar otro uso,4,2,0,60,30,2225,133500
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,12,12,0,123.6,10.3,9832.2,1215259.92
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,3,Perennes,1,Riego,200201,Tonelada,7920000,Nopalitos,20,20,0,504,25.2,7586.31,3823500.24
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,28,Salvatierra,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,2,2,0,23.2,11.6,19111.68,443390.98
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,75,75,0,1356.75,18.09,7776,10550088
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,20,20,0,57,2.85,17850,1017450
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,14,14,0,215.32,15.38,5494.33,1183038.31
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,22,22,0,522.06,23.73,7379.55,3852567.87
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,11,11,0,1111,101,19884.8,22092012.8
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,25,25,0,61.25,2.45,14950,915687.5
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,140,140,0,343,2.45,14980,5138140
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,6900000,Garbanzo grano,120,120,0,270,2.25,9042.09,2441364.3
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),3.5,3.5,0,68.92,19.69,5321.36,366748.13
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,8980000,Tomate verde,20,20,0,272.6,13.63,5794.13,1579479.84
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,80,80,0,466.4,5.83,7322.88,3415391.23
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,20,20,0,123,6.15,7426.32,913437.36
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,45,45,0,1154.25,25.65,5004.44,5776374.87
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,70,70,0,1260,18,6307.14,7946996.4
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,20,20,0,70,3.5,15190,1063300
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,5,5,0,67.8,13.56,6217.68,421558.7
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,20,20,0,420,21,7307.5,3069150
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,10,10,0,150,15,4825,723750
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,15,15,0,34.5,2.3,16580,572010
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,20,15,5,36.75,2.45,16600,610050
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,6900000,Garbanzo grano,20,20,0,43.4,2.17,8925,387345
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,850,850,0,9265,10.9,5305.53,49155735.45
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,15,15,0,141,9.4,4810,678210
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,10,10,0,154,15.4,5020,773080
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,30,30,0,675,22.5,4586.67,3096002.25
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,40,40,0,22,0.55,1.55,34.1
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,400,400,0,880,2.2,5391,4744080
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,120,120,0,252,2.1,4800,1209600
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,110,110,0,9300.5,84.55,787.4,7323213.7
2024,11,Guanajuato,52,Cortazar,6,Salvatierra,36,Santiago Maravatío,3,Perennes,1,Riego,200201,Tonelada,6820000,Fresa,8,7,0,374.5,53.5,12541.31,4696720.6
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,29,29,0,362.5,12.5,23600,8555000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,17,17,0,438.6,25.8,580,254388
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,857,857,0,15254.6,17.8,6898.25,105230044.5
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,1,1,0,3.2,3.2,17880,57216
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,1250,1250,0,8125,6.5,6224,50570000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5930000,Semilla de cebada grano,120,120,0,684,5.7,8500,5814000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,25,25,0,632.5,25.3,6222,3935415
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,10,10,0,125,12.5,12710,1588750
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,1.04,1.04,0,194.13,186.66,16486.99,3200619.86
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,1.04,1.04,0,194.96,187.46,17702.72,3451322.29
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),2,2,0,39.9,19.95,7220,288078
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,15,15,0,295.5,19.7,7186.67,2123660.99
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,32,32,0,73.6,2.3,14800,1089280
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,6900000,Garbanzo grano,32,32,0,80,2.5,9765,781200
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,39,39,0,756.6,19.4,5484.36,4149466.78
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,0.47,0.47,0,39.29,83.6,9069.46,356339.08
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,5.38,5.38,0,983.32,182.77,11650.59,11456258.16
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),0.95,0.95,0,138.51,145.8,13060.29,1808980.77
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),0.24,0.24,0,29.28,122,9829.51,287808.05
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),2.12,2.12,0,265,125,17184.94,4554009.1
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),1.7,1.7,0,258.4,152,15337.23,3963140.23
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,180,180,0,1269,7.05,5500,6979500
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,750,750,0,5175,6.9,5423.98,28069096.5
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,25,25,0,622.5,24.9,5200,3237000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,5.5,5.5,0,110.5,20.09,4800,530400
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,445,445,0,8366,18.8,6475.9,54177379.4
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,1.5,1.5,0,4.5,3,15220,68490
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,18.5,18.5,0,240.5,13,5718.91,1375397.45
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,22,22,0,682,31,7881.82,5375401.24
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,9.5,9.5,0,137.75,14.5,6895.77,949892.32
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,6330000,Coliflor,20.5,20.5,0,530.95,25.9,5522.68,2932266.95
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,20,20,0,48.6,2.43,15280,742608
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,16,16,0,39.68,2.48,15280,606310.4
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,219,219,0,4270.5,19.5,5440,23231520
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,39,39,0,741,19,5440,4031040
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,78,78,0,795.6,10.2,5500,4375800
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,3560,3560,0,33820,9.5,5310.62,179605168.4
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,7500000,Semilla de maíz grano,58,58,0,359.6,6.2,9800,3524080
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,11,11,0,206.8,18.8,5601.3,1158348.84
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,1650,1650,0,12375,7.5,4895.88,60586515
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),2,2,0,330,165,10920.76,3603850.8
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,10.5,10.5,0,144.9,13.8,5142.86,745200.41
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,34,34,0,986,29,3850,3796100
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,22,22,0,40.7,1.85,15300,622710
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,2,Temporal,200201,Tonelada,6900000,Garbanzo grano,52,52,0,71.76,1.38,8560,614265.6
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,1260,1260,0,4284,3.4,5395.63,23114878.92
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,118,118,0,389.4,3.3,4830,1880802
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa,877,877,0,67967.5,77.5,838.15,56966960.13
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,3,Perennes,1,Riego,200201,Tonelada,6650000,Espárrago,132.2,132.2,0,1480.64,11.2,36888.6,54618736.7
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,3,Perennes,1,Riego,200201,Tonelada,6810000,Frambuesa,12.9,12.9,0,283.16,21.95,52105.7,14754250.01
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,18,Jaral del Progreso,3,Perennes,1,Riego,200201,Tonelada,6820000,Fresa,76,76,0,4598,60.5,13364.36,61449327.28
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,23,23,0,299,13,33374.3,9978915.7
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5350000,Anís,77,77,0,127.05,1.65,37400,4751670
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,80,80,0,3773.6,47.17,3549.66,13395000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,30,30,0,849,28.3,580,492420
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,980,980,0,18130,18.5,6883.47,124797311.1
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,11,11,0,137.5,12.5,6353.45,873600
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,5600,5600,0,36120,6.45,6214.29,224460154.8
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5930000,Semilla de cebada grano,110,110,0,605,5.5,6600,3993000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,70,70,0,1680,24,6332.86,10639204.8
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,20,20,0,138,6.9,12658.75,1746907.5
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,3,3,0,387,129,21109.3,8169299.1
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,50,50,0,945,18.9,8605,8131725
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,21,21,0,52.5,2.5,14700,771750
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,6900000,Garbanzo grano,41,41,0,88.15,2.15,9869.02,869954.11
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,83,83,0,1610.2,19.4,5427.83,8739891.87
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,23,23,0,504.85,21.95,6907.41,3487205.94
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,7840000,Napa,1,1,0,23,23,6300,144900
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,695,695,0,27902.5,40.15,10455.85,291744354.6
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,138,138,0,5183.4,37.56,6707.22,34766204.15
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,1.5,1.5,0,149.3,99.53,6698.38,1000068.13
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,61,61,0,2267.8,37.18,13419.74,30433286.37
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,8710000,Sandía,13,13,0,338,26,5402.25,1825960.5
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),3,3,0,479.4,159.8,6478.76,3105917.54
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,220,220,0,1650,7.5,5560,9174000
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,415,415,0,2822,6.8,5630.63,15889637.86
2024,11,Guanajuato,52,Cortazar,7,Valle Santiago,42,Valle de Santiago,1,Otoño-Invierno,1,Riego,200201,Tonelada,9060000,Semilla de trigo grano,1,1,0,6.5,6.5,9450,61425
